element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,GW,minutes_played,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,price,transfers_balance,selected,transfers_in,transfers_out,code,id,web_name,element_type,team,team_code,dreamteam_count,news,value_season,full_name,id_position,plural_name,plural_name_short,singular_name,singular_name_short,code_team,id_team,team_name,short_name,strength,strength_overall_away,strength_overall_home,strength_attack_away,strength_attack_home,strength_defence_away,strength_defence_home,id_gameweek,gw_name,deadline_time,highest_score,average_entry_score,most_selected,most_transferred_in,top_element,most_captained,most_vice_captained
3,2,20,6,True,2024-08-17 14:00:00+00:00,2,0,1,90,0,0,1,0,0,0,0,0,0,0,0,22.0,13.8,1.4,8.0,2.3,1,0.12,0.02,0.14,0.47,6.0,0,1167503,0,0,226597,3,Gabriel,2,1,3,1,No news,6.3,Gabriel dos Santos Magalhães,2,Defenders,DEF,Defender,DEF,3,1,Arsenal,ARS,5,1375,1350,1360,1360,1390,1340,1,Gameweek 1,2024-08-16 17:30:00+00:00,127.0,57,401.0,27.0,328.0,351.0,351.0
3,11,2,6,False,2024-08-24 16:30:00+00:00,0,2,2,90,0,0,1,0,0,0,0,1,0,0,1,25.0,21.4,1.9,0.0,2.3,1,0.0,0.02,0.02,1.28,6.0,-25184,1248259,36723,61907,226597,3,Gabriel,2,1,3,1,No news,6.3,Gabriel dos Santos Magalhães,2,Defenders,DEF,Defender,DEF,3,1,Arsenal,ARS,5,1375,1350,1360,1360,1390,1340,2,Gameweek 2,2024-08-24 10:00:00+00:00,154.0,69,401.0,594.0,177.0,351.0,401.0
3,21,5,2,True,2024-08-31 11:30:00+00:00,1,1,3,90,0,0,0,1,0,0,0,0,0,0,0,17.0,20.8,20.8,9.0,5.1,1,0.12,0.01,0.13,1.83,6.0,853,1296327,86679,85826,226597,3,Gabriel,2,1,3,1,No news,6.3,Gabriel dos Santos Magalhães,2,Defenders,DEF,Defender,DEF,3,1,Arsenal,ARS,5,1375,1350,1360,1360,1390,1340,3,Gameweek 3,2024-08-31 10:00:00+00:00,130.0,64,351.0,177.0,328.0,351.0,328.0
3,39,18,15,False,2024-09-15 13:00:00+00:00,0,1,4,90,1,0,1,0,0,0,0,0,0,0,3,40.0,58.0,0.7,35.0,9.4,1,0.27,0.0,0.27,0.74,6.0,-115425,1208425,61041,176466,226597,3,Gabriel,2,1,3,1,No news,6.3,Gabriel dos Santos Magalhães,2,Defenders,DEF,Defender,DEF,3,1,Arsenal,ARS,5,1375,1350,1360,1360,1390,1340,4,Gameweek 4,2024-09-14 10:00:00+00:00,120.0,51,351.0,129.0,185.0,351.0,328.0
3,47,13,7,False,2024-09-22 15:30:00+00:00,2,2,5,90,1,0,0,2,0,0,0,0,0,0,0,15.0,56.6,0.8,40.0,9.7,1,0.49,0.01,0.5,2.16,6.0,131837,1375740,171534,39697,226597,3,Gabriel,2,1,3,1,No news,6.3,Gabriel dos Santos Magalhães,2,Defenders,DEF,Defender,DEF,3,1,Arsenal,ARS,5,1375,1350,1360,1360,1390,1340,5,Gameweek 5,2024-09-21 10:00:00+00:00,131.0,58,351.0,58.0,180.0,351.0,351.0
3,51,11,1,True,2024-09-28 14:00:00+00:00,4,2,6,90,0,0,0,2,0,0,0,0,0,0,0,7.0,19.6,7.3,57.0,8.4,1,0.27,0.05,0.32,0.32,6.1,1006599,2452527,1038827,32228,226597,3,Gabriel,2,1,3,1,No news,6.3,Gabriel dos Santos Magalhães,2,Defenders,DEF,Defender,DEF,3,1,Arsenal,ARS,5,1375,1350,1360,1360,1390,1340,6,Gameweek 6,2024-09-28 10:00:00+00:00,142.0,50,351.0,327.0,182.0,351.0,328.0
3,61,17,2,True,2024-10-05 14:00:00+00:00,3,1,7,90,0,0,0,1,0,0,0,0,0,0,0,5.0,4.6,3.7,16.0,2.4,1,0.2,0.04,0.24,0.65,6.2,328472,2805003,382083,53611,226597,3,Gabriel,2,1,3,1,No news,6.3,Gabriel dos Santos Magalhães,2,Defenders,DEF,Defender,DEF,3,1,Arsenal,ARS,5,1375,1350,1360,1360,1390,1340,7,Gameweek 7,2024-10-05 10:00:00+00:00,130.0,46,351.0,182.0,512.0,351.0,328.0
4,2,20,12,True,2024-08-17 14:00:00+00:00,2,0,1,90,1,1,1,0,0,0,0,0,0,0,3,48.0,54.8,24.1,46.0,12.5,1,0.45,0.04,0.49,0.47,8.0,0,1087445,0,0,219847,4,Havertz,4,1,3,1,Knee injury - 75% chance of playing,4.8,Kai Havertz,4,Forwards,FWD,Forward,FWD,3,1,Arsenal,ARS,5,1375,1350,1360,1360,1390,1340,1,Gameweek 1,2024-08-16 17:30:00+00:00,127.0,57,401.0,27.0,328.0,351.0,351.0
4,11,2,2,False,2024-08-24 16:30:00+00:00,0,2,2,90,0,0,1,0,0,0,0,0,0,0,0,-2.0,0.0,6.1,15.0,2.0,1,0.21,0.03,0.24,1.28,8.1,285826,1638743,350954,65128,219847,4,Havertz,4,1,3,1,Knee injury - 75% chance of playing,4.8,Kai Havertz,4,Forwards,FWD,Forward,FWD,3,1,Arsenal,ARS,5,1375,1350,1360,1360,1390,1340,2,Gameweek 2,2024-08-24 10:00:00+00:00,154.0,69,401.0,594.0,177.0,351.0,401.0
4,21,5,8,True,2024-08-31 11:30:00+00:00,1,1,3,90,1,0,0,1,0,0,0,0,0,0,2,34.0,47.0,24.8,30.0,10.2,1,0.77,0.05,0.82,1.83,8.1,63441,1755160,307787,244346,219847,4,Havertz,4,1,3,1,Knee injury - 75% chance of playing,4.8,Kai Havertz,4,Forwards,FWD,Forward,FWD,3,1,Arsenal,ARS,5,1375,1350,1360,1360,1390,1340,3,Gameweek 3,2024-08-31 10:00:00+00:00,130.0,64,351.0,177.0,328.0,351.0,328.0
4,39,18,2,False,2024-09-15 13:00:00+00:00,0,1,4,90,0,0,1,0,0,0,0,0,0,0,0,9.0,19.2,5.4,36.0,6.1,1,0.14,0.0,0.14,0.74,8.1,-8676,1804099,301692,310368,219847,4,Havertz,4,1,3,1,Knee injury - 75% chance of playing,4.8,Kai Havertz,4,Forwards,FWD,Forward,FWD,3,1,Arsenal,ARS,5,1375,1350,1360,1360,1390,1340,4,Gameweek 4,2024-09-14 10:00:00+00:00,120.0,51,351.0,129.0,185.0,351.0,328.0
4,47,13,2,False,2024-09-22 15:30:00+00:00,2,2,5,90,0,0,0,2,0,0,0,0,0,0,0,8.0,15.0,0.0,17.0,3.2,1,0.06,0.0,0.06,2.16,8.1,-82509,1733362,108350,190859,219847,4,Havertz,4,1,3,1,Knee injury - 75% chance of playing,4.8,Kai Havertz,4,Forwards,FWD,Forward,FWD,3,1,Arsenal,ARS,5,1375,1350,1360,1360,1390,1340,5,Gameweek 5,2024-09-21 10:00:00+00:00,131.0,58,351.0,58.0,180.0,351.0,351.0
4,51,11,6,True,2024-09-28 14:00:00+00:00,4,2,6,90,1,0,0,2,0,0,0,0,0,0,0,25.0,35.6,8.5,100.0,14.4,1,1.89,0.04,1.93,0.32,8.2,201708,1961057,419703,217995,219847,4,Havertz,4,1,3,1,Knee injury - 75% chance of playing,4.8,Kai Havertz,4,Forwards,FWD,Forward,FWD,3,1,Arsenal,ARS,5,1375,1350,1360,1360,1390,1340,6,Gameweek 6,2024-09-28 10:00:00+00:00,142.0,50,351.0,327.0,182.0,351.0,328.0
4,61,17,8,True,2024-10-05 14:00:00+00:00,3,1,7,90,1,0,0,1,0,0,0,0,0,0,2,34.0,37.6,14.9,82.0,13.5,1,0.77,0.04,0.81,0.65,8.2,177244,2162410,293506,116262,219847,4,Havertz,4,1,3,1,Knee injury - 75% chance of playing,4.8,Kai Havertz,4,Forwards,FWD,Forward,FWD,3,1,Arsenal,ARS,5,1375,1350,1360,1360,1390,1340,7,Gameweek 7,2024-10-05 10:00:00+00:00,130.0,46,351.0,182.0,512.0,351.0,328.0
5,2,20,0,True,2024-08-17 14:00:00+00:00,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.0,0,7300,0,0,463748,5,Hein,1,1,3,0,Loaned to Real Valladolid,0.0,Karl Hein,1,Goalkeepers,GKP,Goalkeeper,GKP,3,1,Arsenal,ARS,5,1375,1350,1360,1360,1390,1340,1,Gameweek 1,2024-08-16 17:30:00+00:00,127.0,57,401.0,27.0,328.0,351.0,351.0
5,11,2,0,False,2024-08-24 16:30:00+00:00,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.0,-1230,6016,0,1230,463748,5,Hein,1,1,3,0,Loaned to Real Valladolid,0.0,Karl Hein,1,Goalkeepers,GKP,Goalkeeper,GKP,3,1,Arsenal,ARS,5,1375,1350,1360,1360,1390,1340,2,Gameweek 2,2024-08-24 10:00:00+00:00,154.0,69,401.0,594.0,177.0,351.0,401.0
5,21,5,0,True,2024-08-31 11:30:00+00:00,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.0,-706,5334,0,706,463748,5,Hein,1,1,3,0,Loaned to Real Valladolid,0.0,Karl Hein,1,Goalkeepers,GKP,Goalkeeper,GKP,3,1,Arsenal,ARS,5,1375,1350,1360,1360,1390,1340,3,Gameweek 3,2024-08-31 10:00:00+00:00,130.0,64,351.0,177.0,328.0,351.0,328.0
5,39,18,0,False,2024-09-15 13:00:00+00:00,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.0,-495,4862,0,495,463748,5,Hein,1,1,3,0,Loaned to Real Valladolid,0.0,Karl Hein,1,Goalkeepers,GKP,Goalkeeper,GKP,3,1,Arsenal,ARS,5,1375,1350,1360,1360,1390,1340,4,Gameweek 4,2024-09-14 10:00:00+00:00,120.0,51,351.0,129.0,185.0,351.0,328.0
5,47,13,0,False,2024-09-22 15:30:00+00:00,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.0,-226,4663,0,226,463748,5,Hein,1,1,3,0,Loaned to Real Valladolid,0.0,Karl Hein,1,Goalkeepers,GKP,Goalkeeper,GKP,3,1,Arsenal,ARS,5,1375,1350,1360,1360,1390,1340,5,Gameweek 5,2024-09-21 10:00:00+00:00,131.0,58,351.0,58.0,180.0,351.0,351.0
5,51,11,0,True,2024-09-28 14:00:00+00:00,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.0,-325,4331,0,325,463748,5,Hein,1,1,3,0,Loaned to Real Valladolid,0.0,Karl Hein,1,Goalkeepers,GKP,Goalkeeper,GKP,3,1,Arsenal,ARS,5,1375,1350,1360,1360,1390,1340,6,Gameweek 6,2024-09-28 10:00:00+00:00,142.0,50,351.0,327.0,182.0,351.0,328.0
5,61,17,0,True,2024-10-05 14:00:00+00:00,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.0,-188,4153,0,188,463748,5,Hein,1,1,3,0,Loaned to Real Valladolid,0.0,Karl Hein,1,Goalkeepers,GKP,Goalkeeper,GKP,3,1,Arsenal,ARS,5,1375,1350,1360,1360,1390,1340,7,Gameweek 7,2024-10-05 10:00:00+00:00,130.0,46,351.0,182.0,512.0,351.0,328.0
6,2,20,1,True,2024-08-17 14:00:00+00:00,2,0,1,21,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.8,8.0,0.8,0,0.02,0.01,0.03,0.15,5.5,0,73714,0,0,445122,6,J.Timber,2,1,3,0,Muscle injury - 75% chance of playing,3.5,Jurriën Timber,2,Defenders,DEF,Defender,DEF,3,1,Arsenal,ARS,5,1375,1350,1360,1360,1390,1340,1,Gameweek 1,2024-08-16 17:30:00+00:00,127.0,57,401.0,27.0,328.0,351.0,351.0
6,11,2,6,False,2024-08-24 16:30:00+00:00,0,2,2,78,0,0,1,0,0,0,0,0,0,0,0,24.0,3.4,4.7,2.0,1.0,1,0.0,0.01,0.01,1.12,5.5,-7683,77673,4299,11982,445122,6,J.Timber,2,1,3,0,Muscle injury - 75% chance of playing,3.5,Jurriën Timber,2,Defenders,DEF,Defender,DEF,3,1,Arsenal,ARS,5,1375,1350,1360,1360,1390,1340,2,Gameweek 2,2024-08-24 10:00:00+00:00,154.0,69,401.0,594.0,177.0,351.0,401.0
6,21,5,1,True,2024-08-31 11:30:00+00:00,1,1,3,79,0,0,0,1,0,0,0,1,0,0,0,3.0,12.8,10.6,4.0,2.7,1,0.0,0.02,0.02,1.55,5.5,14520,102931,28883,14363,445122,6,J.Timber,2,1,3,0,Muscle injury - 75% chance of playing,3.5,Jurriën Timber,2,Defenders,DEF,Defender,DEF,3,1,Arsenal,ARS,5,1375,1350,1360,1360,1390,1340,3,Gameweek 3,2024-08-31 10:00:00+00:00,130.0,64,351.0,177.0,328.0,351.0,328.0
6,39,18,5,False,2024-09-15 13:00:00+00:00,0,1,4,90,0,0,1,0,0,0,0,1,0,0,0,20.0,13.4,1.1,7.0,2.2,1,0.05,0.01,0.06,0.74,5.5,-76,106693,18538,18614,445122,6,J.Timber,2,1,3,0,Muscle injury - 75% chance of playing,3.5,Jurriën Timber,2,Defenders,DEF,Defender,DEF,3,1,Arsenal,ARS,5,1375,1350,1360,1360,1390,1340,4,Gameweek 4,2024-09-14 10:00:00+00:00,120.0,51,351.0,129.0,185.0,351.0,328.0
6,47,13,2,False,2024-09-22 15:30:00+00:00,2,2,5,90,0,0,0,1,0,0,0,0,0,0,0,3.0,12.0,0.0,0.0,1.2,1,0.0,0.0,0.0,1.68,5.5,13706,124508,23432,9726,445122,6,J.Timber,2,1,3,0,Muscle injury - 75% chance of playing,3.5,Jurriën Timber,2,Defenders,DEF,Defender,DEF,3,1,Arsenal,ARS,5,1375,1350,1360,1360,1390,1340,5,Gameweek 5,2024-09-21 10:00:00+00:00,131.0,58,351.0,58.0,180.0,351.0,351.0
6,51,11,4,True,2024-09-28 14:00:00+00:00,4,2,6,90,0,1,0,2,0,0,0,0,0,0,0,25.0,45.6,82.8,11.0,13.9,1,0.21,0.12,0.33,0.32,5.5,48216,177548,71786,23570,445122,6,J.Timber,2,1,3,0,Muscle injury - 75% chance of playing,3.5,Jurriën Timber,2,Defenders,DEF,Defender,DEF,3,1,Arsenal,ARS,5,1375,1350,1360,1360,1390,1340,6,Gameweek 6,2024-09-28 10:00:00+00:00,142.0,50,351.0,327.0,182.0,351.0,328.0
6,61,17,0,True,2024-10-05 14:00:00+00:00,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.5,30152,211295,60564,30412,445122,6,J.Timber,2,1,3,0,Muscle injury - 75% chance of playing,3.5,Jurriën Timber,2,Defenders,DEF,Defender,DEF,3,1,Arsenal,ARS,5,1375,1350,1360,1360,1390,1340,7,Gameweek 7,2024-10-05 10:00:00+00:00,130.0,46,351.0,182.0,512.0,351.0,328.0
7,2,20,0,True,2024-08-17 14:00:00+00:00,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0,25861,0,0,85955,7,Jorginho,3,1,3,0,No news,0.8,Jorge Luiz Frello Filho,3,Midfielders,MID,Midfielder,MID,3,1,Arsenal,ARS,5,1375,1350,1360,1360,1390,1340,1,Gameweek 1,2024-08-16 17:30:00+00:00,127.0,57,401.0,27.0,328.0,351.0,351.0
7,11,2,0,False,2024-08-24 16:30:00+00:00,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,-4149,28506,2615,6764,85955,7,Jorginho,3,1,3,0,No news,0.8,Jorge Luiz Frello Filho,3,Midfielders,MID,Midfielder,MID,3,1,Arsenal,ARS,5,1375,1350,1360,1360,1390,1340,2,Gameweek 2,2024-08-24 10:00:00+00:00,154.0,69,401.0,594.0,177.0,351.0,401.0
7,21,5,0,True,2024-08-31 11:30:00+00:00,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.9,-3634,27279,3276,6910,85955,7,Jorginho,3,1,3,0,No news,0.8,Jorge Luiz Frello Filho,3,Midfielders,MID,Midfielder,MID,3,1,Arsenal,ARS,5,1375,1350,1360,1360,1390,1340,3,Gameweek 3,2024-08-31 10:00:00+00:00,130.0,64,351.0,177.0,328.0,351.0,328.0
7,39,18,2,False,2024-09-15 13:00:00+00:00,0,1,4,90,0,0,1,0,0,0,0,1,0,0,0,0.0,0.4,1.8,0.0,0.2,1,0.0,0.0,0.0,0.74,4.9,-982,28424,4753,5735,85955,7,Jorginho,3,1,3,0,No news,0.8,Jorge Luiz Frello Filho,3,Midfielders,MID,Midfielder,MID,3,1,Arsenal,ARS,5,1375,1350,1360,1360,1390,1340,4,Gameweek 4,2024-09-14 10:00:00+00:00,120.0,51,351.0,129.0,185.0,351.0,328.0
7,47,13,0,False,2024-09-22 15:30:00+00:00,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.9,-91,29155,2335,2426,85955,7,Jorginho,3,1,3,0,No news,0.8,Jorge Luiz Frello Filho,3,Midfielders,MID,Midfielder,MID,3,1,Arsenal,ARS,5,1375,1350,1360,1360,1390,1340,5,Gameweek 5,2024-09-21 10:00:00+00:00,131.0,58,351.0,58.0,180.0,351.0,351.0
7,51,11,0,True,2024-09-28 14:00:00+00:00,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.9,-1446,28147,1712,3158,85955,7,Jorginho,3,1,3,0,No news,0.8,Jorge Luiz Frello Filho,3,Midfielders,MID,Midfielder,MID,3,1,Arsenal,ARS,5,1375,1350,1360,1360,1390,1340,6,Gameweek 6,2024-09-28 10:00:00+00:00,142.0,50,351.0,327.0,182.0,351.0,328.0
7,61,17,2,True,2024-10-05 14:00:00+00:00,3,1,7,60,0,0,0,1,0,0,0,0,0,0,0,17.0,4.0,19.5,1.0,2.5,1,0.04,0.14,0.18,0.32,4.9,-1641,26952,1256,2897,85955,7,Jorginho,3,1,3,0,No news,0.8,Jorge Luiz Frello Filho,3,Midfielders,MID,Midfielder,MID,3,1,Arsenal,ARS,5,1375,1350,1360,1360,1390,1340,7,Gameweek 7,2024-10-05 10:00:00+00:00,130.0,46,351.0,182.0,512.0,351.0,328.0
8,2,20,0,True,2024-08-17 14:00:00+00:00,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0,16779,0,0,440854,8,Kiwior,2,1,3,0,No news,0.4,Jakub Kiwior,2,Defenders,DEF,Defender,DEF,3,1,Arsenal,ARS,5,1375,1350,1360,1360,1390,1340,1,Gameweek 1,2024-08-16 17:30:00+00:00,127.0,57,401.0,27.0,328.0,351.0,351.0
